Energy_supply;Energy_supply;Energy_supply;Energy_supply;Energy_supply;Energy_supply;Energy_supply;Energy_supply;Energy_supply
Coal, peat and oil shale;Crude, NGL and feedstocks;Electricity;Heat;Natural gas;Nuclear;Oil products;Renewables and waste;Total
2939;4206;0;0;1402;394;-441;13;8513
2964;4020;0;0;1490;437;-230;14;8695
2819;4138;0;0;1545;406;-275;14;8648
3108;4175;0;0;1693;418;-321;15;9088
2880;3690;0;0;1688;404;-368;14;8308
2896;3254;0;0;1711;414;-235;16;8056
2702;3254;0;0;1703;480;-145;16;8010
2706;3263;0;0;1775;545;-339;16;7966
1973;3375;0;0;1820;589;195;14;7965
2600;3468;0;0;1953;666;-295;15;8407
2748;3518;15;0;1978;644;-382;17;8538
2856;3531;42;0;2039;603;-478;15;8608
2759;3759;46;0;1935;692;-526;18;8683
2604;3852;45;0;1915;783;-578;45;8666
2642;3804;43;0;1976;717;-607;46;8622
2658;4045;59;0;2130;770;-792;45;8915
2493;4118;60;0;2123;838;-809;60;8883
2192;4283;60;0;2419;975;-1016;60;8974
2083;4271;61;0;2521;963;-934;80;9046
1978;4211;59;0;2726;971;-969;84;9060
1859;4322;60;0;3180;1033;-1086;81;9450
1680;4300;60;0;3191;1071;-1209;89;9182
1633;4143;46;0;3323;1085;-1051;96;9275
1458;3925;51;0;3525;1038;-796;97;9298
1530;3873;51;0;3659;928;-807;103;9336
1622;3608;37;0;3628;983;-628;121;9370
1565;3746;30;0;3595;958;-794;137;9238
1682;3771;8;0;3596;967;-770;146;9400
1555;4065;27;0;3674;873;-1069;163;9287
1587;3880;30;0;3579;890;-827;191;9330
1727;3721;27;0;3394;823;-717;199;9174
1628;3638;19;0;3432;688;-777;214;8841
1521;3631;40;0;3555;573;-842;267;8743
1249;3383;10;0;3270;754;-742;298;8221
1297;3293;10;0;3551;678;-628;327;8527
1286;3337;22;0;2945;753;-808;371;7906
1631;3195;43;0;2779;768;-701;401;8117
1560;2884;52;0;2754;770;-494;472;7999
1262;2710;74;0;2510;695;-269;553;7535
1001;2710;76;0;2591;767;-189;654;7610
506;2658;64;0;2895;782;-94;700;7511
410;2681;53;0;2817;767;-100;763;7392
340;2565;69;0;2850;710;-26;857;7366
243;2551;76;0;2798;613;-69;933;7145
219;2106;64;0;2671;548;-39;981;6551
11697;26902;13;0;21649;442;3327;2440;66470
12115;28220;28;0;21855;631;4368;2575;69791
13023;29708;51;0;21548;973;4518;2614;72435
13065;28900;46;0;20900;1323;3822;2770;70825
12833;30955;22;0;19152;2002;1518;2754;69236
14289;32910;33;0;19646;2210;1936;2929;73953
14359;35751;62;0;18948;2901;1559;2826;76406
14940;35967;70;0;19247;3196;1998;3226;78644
15364;35935;105;0;19976;2951;761;3375;78468
15752;33099;96;0;19968;2904;267;3478;75564
16173;30921;118;0;19384;3153;263;3464;73477
15510;29574;106;0;18011;3270;307;3635;70413
16238;29096;127;0;17087;3396;624;3907;70476
17139;29992;143;0;17677;3789;529;4225;73494
17810;29798;147;0;17243;4437;744;4104;74283
17267;31370;129;0;16245;4788;127;4236;74162
18278;31670;167;0;17136;5265;482;4328;77324
19000;32363;114;0;17807;6094;809;4175;80363
19227;32652;40;0;18590;6122;550;4362;81542
19241;32805;7;0;18353;6672;-1118;4194;80155
19026;32400;80;0;19201;7084;-1376;4398;80814
19304;32933;102;0;19578;7156;-1273;4635;82434
19769;33919;102;0;20132;7058;-1584;4485;83882
19883;34198;161;0;20543;7406;-1229;4472;85434
19811;34318;135;0;21246;7787;-1428;4654;86522
20541;35198;137;0;21067;7802;-1180;4880;88445
21131;36325;123;0;21225;7269;-1454;4711;89330
21221;36560;96;0;20882;7790;-1111;4652;90091
21392;36311;104;0;21951;8420;-282;4633;92529
22317;37139;122;0;22933;8702;-666;4613;95160
21979;37523;79;0;21540;8647;-441;4025;93352
22294;37003;82;0;22384;8777;-251;4128;94417
22236;37781;23;0;21728;8594;-99;4372;94635
23089;38598;41;0;21341;8873;151;4492;96584
23332;38167;89;0;21236;8844;735;4639;97044
23009;38432;66;0;21024;8904;-163;4851;96123
23180;38154;113;0;22728;9127;-317;4835;97818
22804;37304;118;0;22653;9140;-1796;5072;95295
20274;36046;123;0;22421;9057;-2509;5181;90593
20997;36696;94;0;23282;9152;-2929;5479;92770
20012;36715;134;0;23813;8961;-4015;5891;91512
17738;36681;170;0;24908;8740;-4364;6005;89877
18095;36733;207;0;25395;8967;-4344;6407;91461
18072;38121;192;0;26276;9061;-5754;6589;92557
15660;39085;240;0;27068;9058;-6029;6461;91543
14301;39447;239;0;27335;9163;-6609;6687;90563
13848;40577;203;0;26960;9151;-7490;6986;90235
13426;41485;160;0;29055;9178;-7919;7404;92789
11510;41098;141;0;31079;9200;-7902;7518;92644
9407;36446;170;0;29780;8980;-7041;7425;85167
60176;104115;5;0;37386;1212;-2064;29335;230164
60572;110259;-5;0;39431;1663;-586;30080;241414
62643;120055;-7;0;40892;2221;-2053;30670;254421
62890;118835;-5;0;41995;2977;-2467;31711;255937
64219;116563;-21;0;41826;4174;-1202;32248;257808
66868;124502;-14;0;44294;4778;-1327;32840;271942
68857;130433;-11;0;45315;5820;-2336;33581;281659
70872;132972;-2;0;47388;6803;-60;34600;292574
73751;136660;13;0;50399;7057;-2060;35615;301435
74642;131998;28;0;51555;7758;-1982;36428;300428
75440;125696;2;0;51946;9154;-1420;37179;297997
76476;122901;-11;0;52134;9895;-1289;38083;298188
78150;121447;-4;0;53098;11242;-1543;39126;301515
81072;124023;-15;0;56892;13642;-2708;40521;313428
83997;122910;-12;0;59004;16209;-1364;41282;322026
84653;127758;-15;0;59916;17414;-2987;42021;328760
87939;130517;-12;0;63249;18900;-2607;43070;341055
90613;134819;-5;0;65959;20533;-2749;43776;352947
90478;137302;-9;0;68628;21074;-3091;44557;358940
92963;137707;10;4;69598;22002;-2381;45925;365829
90456;137704;-1;4;71982;23015;-1849;46815;368125
88850;138532;10;18;72046;23201;-1915;47646;368388
89193;140530;-37;16;73361;23923;-3079;48266;372173
89952;142124;-4;16;73333;24485;-3810;48953;375049
92346;143641;-7;17;75495;25460;-2502;50091;384540
93862;148435;69;18;78181;26392;-3626;50940;394271
93134;152946;50;16;79041;26127;-4492;51501;398323
92805;152876;45;20;79745;26694;-3828;52033;400391
93193;153851;36;24;83338;27632;-1613;52820;409280
96876;157144;36;29;86550;28280;-3549;53425;418792
98353;158636;22;29;87124;28797;-3585;53039;422415
101796;159420;39;32;89906;29049;-2524;53918;431635
109552;163706;-8;30;93279;28771;-3330;55013;447014
118301;169695;-7;31;95829;29892;-3417;56687;467010
125224;171547;-13;37;98640;30216;-3587;58173;480237
132762;173134;-4;35;101057;30475;-3077;59815;494197
139798;173911;3;47;105447;29693;-2428;61090;507560
141686;174462;-6;39;108273;29843;-3464;62717;513551
141584;171666;10;38;106060;29437;-4108;63564;508251
152992;174838;-8;53;114448;30091;-2098;66155;536471
160104;176252;-5;50;116516;28197;-3416;67152;544849
161436;179094;12;50;118778;26863;-4500;69759;551493
163435;179093;49;96;121232;27071;-3790;72351;559537
165481;183078;52;89;121276;27687;-4654;73942;566950
160976;186751;66;86;122499;28063;-5486;75366;568322
156118;188744;22;90;126629;28482;-4732;77475;572827
158759;191672;-18;89;129919;28783;-4339;80173;585039
162328;192740;25;89;137252;29581;-5348;83015;599683
162376;190851;-17;96;140784;30461;-3486;85425;606490
157548;..;..;..;138641;..;..;..;..
