Energy_supply;Energy_supply;Energy_supply;Energy_supply;Energy_supply;Energy_supply;Energy_supply;Energy_supply;Energy_supply
Coal, peat and oil shale;Crude, NGL and feedstocks;Electricity;Heat;Natural gas;Nuclear;Oil products;Renewables and waste;Total
3075;5066;0;4;1618;1621;-1083;168;10468
3360;5360;0;4;1741;1688;-1437;190;10907
3227;5464;0;3;1883;1640;-1393;207;11031
3261;5312;0;4;1994;1514;-1269;231;11046
3421;5380;0;4;1806;1706;-1346;269;11239
3384;5903;0;3;1647;1797;-1604;286;11417
3411;6218;0;2;1730;1767;-1621;317;11824
3458;6407;0;2;1809;1619;-1840;361;11817
3372;6504;0;2;1990;1456;-1884;368;11809
3351;6084;0;2;2046;1592;-1712;367;11731
3175;5648;0;2;2070;1747;-1502;411;11552
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
30;0;13;0;100;0;143;45;330
26;0;15;0;100;0;124;45;311
23;0;15;0;72;0;105;42;256
21;0;9;0;48;0;97;46;221
16;0;7;0;35;0;94;49;200
11;0;8;0;42;0;78;53;192
11;0;12;0;36;0;80;51;189
9;0;7;0;44;0;71;55;186
7;0;2;0;43;0;70;59;181
5;1;7;0;41;0;60;53;167
6;4;6;0;46;0;49;50;160
5;1;7;0;53;0;52;55;172
4;1;8;0;54;0;50;53;171
4;0;9;0;56;0;56;55;181
3;0;8;0;56;0;58;61;186
3;0;8;0;57;0;59;62;190
4;1;9;0;59;0;64;60;196
4;1;11;0;57;0;68;59;201
4;1;9;0;56;0;64;58;192
4;0;6;0;51;0;58;66;184
5;0;3;0;61;0;59;61;189
5;0;4;0;54;0;53;62;178
4;0;6;0;51;0;53;71;185
3;0;5;0;50;0;54;70;182
2;0;8;0;45;0;55;70;182
2;0;7;0;46;0;57;67;178
2;0;4;0;47;0;57;70;178
2;0;0;0;42;0;59;82;184
2;0;3;0;49;0;60;80;194
2;0;4;0;46;0;58;78;188
1;0;6;0;38;0;56;79;181
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
33;399;-43;4;196;189;-118;13;673
37;501;-46;3;203;188;-185;13;714
17;176;-19;4;116;163;-8;13;461
15;220;-10;2;63;137;-65;19;381
13;165;4;2;72;87;-23;20;340
10;141;-10;3;85;132;-16;21;365
9;180;-19;3;91;155;-49;22;394
8;237;-13;4;84;134;-103;23;373
7;291;-22;5;73;150;-137;25;392
6;195;-10;5;76;110;-74;26;334
4;210;-5;5;86;94;-124;28;299
3;294;-14;5;90;126;-187;31;347
6;284;-23;7;91;157;-181;32;372
7;307;-27;7;99;171;-210;33;388
7;373;-26;7;98;167;-267;35;394
8;398;-11;7;104;115;-286;37;371
11;356;-2;7;103;96;-245;39;366
10;249;-5;9;121;109;-138;40;396
9;409;-3;8;109;110;-285;43;399
7;373;-11;9;91;120;-267;44;367
9;397;22;9;104;0;-290;45;295
10;405;24;10;114;0;-302;44;306
10;388;24;10;111;0;-282;49;309
11;410;25;9;91;0;-306;51;292
9;343;27;11;86;0;-240;54;292
8;379;26;10;87;0;-274;60;295
8;419;30;9;77;0;-305;63;302
8;428;31;12;80;0;-312;67;316
9;419;35;11;74;0;-295;67;320
8;409;34;11;78;0;-288;67;319
6;336;28;8;83;0;-221;70;312
105;0;6;0;1;0;57;0;170
103;0;7;0;5;0;59;0;174
102;0;7;0;9;0;67;0;186
112;0;10;0;12;0;59;0;194
82;0;9;0;14;0;53;0;158
79;0;10;0;16;0;56;0;161
71;0;9;0;17;0;57;1;156
82;0;9;0;19;0;56;1;168
77;0;10;0;20;0;51;1;159
76;0;10;0;18;0;43;1;149
63;0;11;0;14;0;42;1;130
58;0;11;0;11;0;41;1;123
52;0;12;0;11;0;40;1;116
60;0;12;0;12;0;39;1;124
60;0;13;0;13;0;41;1;128
55;0;13;0;13;0;45;1;126
44;0;13;0;14;0;50;1;123
46;0;14;0;15;0;52;2;128
48;0;14;0;17;0;57;1;137
46;0;14;0;18;0;62;1;142
44;0;15;0;19;0;73;1;152
41;0;14;0;20;0;75;2;152
42;0;15;0;20;0;75;2;154
36;0;16;0;20;0;74;2;149
20;0;18;0;23;0;68;2;132
19;0;18;0;26;0;70;2;134
12;0;19;0;26;0;71;2;130
4;0;19;0;26;0;73;2;126
4;0;20;0;27;0;77;2;131
5;0;21;0;28;0;84;3;140
5;0;19;0;31;0;89;3;148
3;0;13;0;45;0;90;3;153
2;0;14;0;45;0;97;3;162
3;0;12;0;50;0;111;4;180
3;0;12;0;49;0;115;4;184
4;0;13;0;52;0;109;5;182
3;0;14;0;48;0;104;7;176
3;0;16;0;46;0;105;7;176
3;0;12;0;47;0;98;6;166
3;0;15;0;50;0;103;7;177
2;0;16;0;43;0;107;7;175
2;0;15;0;44;0;103;7;172
2;0;18;0;37;0;101;8;166
2;0;18;0;35;0;96;9;160
2;0;20;0;32;0;92;10;156
2;0;23;0;30;0;89;11;155
2;0;22;0;29;0;92;13;158
2;0;22;0;29;0;97;14;163
2;0;21;0;29;0;99;15;165
2;0;20;0;26;0;79;17;143
63;1076;1;0;367;0;-10;302;1799
71;1188;1;0;394;0;30;307;1990
76;1300;1;0;439;0;59;324;2201
84;1436;1;0;459;0;20;341;2342
94;1533;1;0;470;0;41;337;2476
73;1753;1;0;461;0;15;347;2650
104;1934;0;0;485;0;-16;359;2866
104;2111;0;0;613;0;15;361;3205
99;2303;0;0;748;0;-24;390;3516
99;2846;2;0;801;0;-148;382;3983
93;3087;1;0;866;0;-201;407;4252
104;3174;0;0;948;0;-194;418;4450
113;2909;0;0;950;0;-197;416;4190
113;3051;0;0;960;0;-181;437;4378
123;3157;0;0;999;0;-184;454;4548
132;3096;-5;0;886;0;-188;503;4424
129;3237;-7;0;899;0;-149;545;4653
119;3265;-7;0;908;0;-128;552;4710
133;3381;-5;0;880;4;-38;565;4920
173;3449;-5;0;968;32;-66;628;5179
168;3568;-5;0;1011;46;4;644;5437
161;3563;-4;0;1017;43;25;676;5482
198;3661;-4;0;1007;54;-18;676;5574
220;3731;-3;0;1041;46;36;629;5700
241;3569;-3;0;1041;92;-96;673;5518
272;3396;0;0;1148;86;48;689;5639
276;3405;5;0;1203;114;258;672;5934
284;3454;5;0;1301;101;279;677;6100
281;3570;2;0;1277;109;338;699;6276
288;3234;3;0;1486;90;506;708;6315
329;3474;0;0;1516;95;419;667;6501
369;3473;1;0;1686;106;291;643;6570
463;3690;-3;0;1864;115;253;658;7040
412;3743;-5;0;1933;100;294;691;7169
509;3851;-6;0;1930;118;421;738;7561
547;3683;-3;0;2158;119;465;718;7685
497;3591;-4;0;2146;114;575;734;7653
439;3648;-4;0;2169;107;666;672;7697
443;3663;-3;0;2258;115;458;598;7532
555;3263;-3;0;2271;64;690;635;7475
609;3280;-3;0;2391;110;813;626;7827
532;3414;4;0;2483;96;880;618;8027
541;3458;0;0;2603;129;675;630;8035
530;3364;-2;0;2534;106;679;668;7879
479;2907;-2;0;2707;126;875;648;7741
518;2484;1;0;2771;115;1197;655;7742
531;1999;1;0;2621;119;1594;700;7565
514;1620;4;0;3035;149;1795;654;7773
494;1628;3;0;2874;122;1908;663;7692
294;1464;14;0;3353;119;1388;710;7341
10;4394;0;0;459;0;-3157;27;1733
15;4369;0;0;506;0;-3158;30;1762
25;4641;0;0;602;0;-3181;28;2115
28;4774;0;0;617;0;-3106;33;2345
51;4602;0;0;681;0;-2818;35;2552
50;5096;0;0;760;0;-3027;38;2918
51;5434;0;0;845;0;-3137;42;3235
33;5453;0;0;891;0;-2865;50;3562
48;6055;0;0;1144;0;-2988;49;4308
50;5997;0;0;1224;0;-2573;49;4747
42;6167;0;0;1463;0;-2163;53;5562
57;6829;0;0;1558;0;-2214;54;6284
53;7083;0;0;1571;0;-2442;53;6318
41;7788;0;0;1812;0;-3043;54;6653
41;8393;0;0;1917;0;-3350;55;7056
40;8811;-1;0;2298;0;-3910;61;7299
39;9606;-2;0;2534;0;-4325;70;7922
40;10336;0;0;2806;0;-4603;68;8647
30;11115;0;0;3220;0;-5008;67;9423
30;10090;0;0;2998;0;-4340;64;8842
43;9665;0;0;3152;0;-3505;62;9417
37;11256;0;0;3466;0;-4284;73;10548
49;12008;-1;0;3877;0;-4548;74;11459
49;13457;-1;0;4367;0;-5467;66;12472
48;13727;0;0;4609;0;-5642;65;12808
51;14198;1;0;4761;0;-6081;66;12995
52;14749;0;0;5162;0;-6175;63;13852
60;14566;0;0;5491;0;-6161;62;14018
62;15291;0;0;5860;0;-6671;53;14595
67;15104;3;0;6088;0;-6493;50;14819
59;15422;4;0;6506;0;-5869;56;16178
63;15756;4;0;7048;0;-5938;63;16996
69;15951;5;0;7500;0;-6416;76;17185
69;16152;8;0;8245;0;-6416;80;18138
82;16801;4;0;8895;0;-6243;141;19681
86;16675;11;0;9675;0;-5841;148;20754
84;16567;11;0;10496;0;-5461;146;21842
89;17448;5;0;11433;0;-5388;89;23675
69;17789;11;0;11774;0;-5357;93;24380
101;18624;12;0;12830;0;-6273;111;25405
91;18936;16;0;13382;4;-6598;114;25945
126;19439;14;0;14116;20;-6549;121;27288
142;18968;17;0;14503;50;-6292;132;27519
150;20079;24;0;15183;49;-6447;120;29157
137;20948;39;0;16142;32;-7493;114;29920
141;21940;37;0;16775;72;-8450;134;30648
160;22173;27;0;17355;82;-8533;129;31393
149;22156;64;0;17677;81;-8893;141;31375
135;20904;38;0;18260;78;-8427;158;31146
140;..;..;..;18229;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
47;243;0;0;2;0;-19;46;319
52;230;2;0;1;0;0;49;335
44;264;3;0;1;0;-7;49;355
46;266;4;0;1;0;5;48;368
50;279;3;0;1;0;12;50;395
71;264;1;0;0;0;5;50;391
85;239;0;0;1;0;30;56;411
85;251;0;0;1;0;29;57;424
94;259;3;0;1;0;18;56;432
91;308;7;0;1;0;-2;53;459
111;291;8;0;2;0;-5;54;461
141;298;6;0;2;0;-12;55;489
144;269;5;0;2;0;21;56;497
135;188;5;0;1;0;107;59;495
129;264;6;0;2;0;83;102;586
132;298;3;0;16;0;78;94;621
136;266;7;0;20;0;114;88;631
131;262;13;0;23;0;140;83;652
123;237;15;0;20;0;205;77;677
113;192;17;0;22;0;262;76;682
117;261;14;0;24;0;221;78;715
127;317;17;0;30;0;209;71;771
127;320;17;0;45;0;205;68;782
124;301;19;0;43;0;224;73;784
169;277;22;0;42;0;215;70;796
186;126;18;0;43;0;370;73;816
179;0;19;0;43;0;501;76;819
186;0;21;0;43;0;531;76;857
216;0;12;0;39;0;516;84;866
279;0;-3;0;37;0;528;91;932
280;..;1;0;28;0;..;86;..
142;2617;-4;0;836;4;-1464;0;2130
119;2987;-5;0;1081;4;-1740;0;2445
120;3134;-5;0;1193;12;-1858;0;2596
121;2757;-5;0;1281;36;-1637;0;2553
93;2436;-1;0;1315;36;-1416;8;2471
97;2779;-1;0;1374;42;-1564;8;2736
100;2598;3;0;1356;40;-1460;8;2646
122;2457;1;0;1363;44;-1277;11;2722
138;2554;1;0;1373;38;-1252;10;2862
159;2158;-1;0;1274;46;-950;10;2695
191;1740;0;0;1212;40;-645;9;2547
156;1692;10;0;1147;43;-782;2;2269
217;1867;17;0;1221;39;-996;2;2368
276;2050;13;0;1290;40;-1164;0;2505
277;1826;18;0;1355;43;-982;4;2539
277;2145;8;0;1362;46;-1208;5;2634
284;2215;13;0;1407;39;-1270;6;2694
339;2329;21;0;1275;40;-1349;15;2671
341;2321;18;0;1306;44;-1357;16;2688
342;2204;33;0;1287;38;-1161;42;2785
314;2374;33;0;1439;36;-1345;42;2893
313;2448;31;0;1394;41;-1401;43;2870
313;2497;37;0;1435;43;-1440;47;2932
341;2493;38;0;1397;43;-1418;47;2942
374;2660;41;0;1444;44;-1552;52;3063
361;2711;38;0;1591;45;-1590;62;3219
352;2706;45;0;1497;26;-1565;69;3130
358;2758;43;0;1487;42;-1609;73;3153
313;2613;66;0;1448;42;-1457;77;3102
325;2637;68;0;1466;43;-1490;81;3131
346;2645;62;0;1502;43;-1470;85;3213
348;2451;59;0;1499;43;-1243;92;3248
360;2571;61;0;1507;44;-1266;93;3369
355;2655;58;0;1539;42;-1356;105;3399
339;2685;66;0;1479;44;-1394;125;3344
330;2623;77;0;1434;38;-1319;130;3313
352;2567;63;0;1396;46;-1259;136;3301
334;2546;57;0;1451;45;-1313;154;3274
312;2493;18;0;1486;46;-1295;168;3229
316;2604;10;0;1678;43;-1354;167;3464
311;2512;33;0;1467;45;-1321;176;3223
341;2499;62;0;1402;43;-1300;180;3226
340;2400;66;0;1398;32;-1253;177;3158
377;2440;53;0;1218;45;-1334;177;2976
459;2581;31;8;1199;44;-1478;192;3037
427;2621;18;9;1257;43;-1474;197;3098
385;2620;13;8;1300;37;-1454;212;3121
346;2645;29;8;1287;38;-1516;223;3061
269;2684;3;9;1342;43;-1607;253;2995
173;2450;-10;10;1316;45;-1382;304;2906
42;135;0;0;4;0;13;92;286
43;151;0;0;10;0;18;97;318
47;147;0;0;12;0;28;96;330
47;163;0;0;13;0;28;115;365
44;137;0;0;14;0;37;125;358
45;161;0;0;34;0;24;117;381
42;150;0;0;57;0;35;115;399
47;137;0;0;54;0;36;122;396
40;142;0;0;36;0;25;126;369
43;134;0;0;33;0;34;133;376
42;127;0;0;41;0;31;132;373
42;106;0;0;72;0;50;127;398
46;114;0;0;78;0;38;136;412
45;117;0;0;99;0;39;139;439
42;86;0;0;127;0;80;134;469
36;108;0;0;153;0;31;143;471
43;149;0;0;147;0;-11;145;473
50;164;0;0;159;0;-29;152;496
44;190;0;0;163;0;-39;173;531
50;183;0;0;162;0;-36;179;538
44;181;0;0;176;0;-33;182;552
39;179;0;0;187;0;-17;175;564
57;195;0;0;182;0;-29;189;594
51;219;0;0;170;0;-19;195;615
48;214;0;0;160;0;2;201;624
38;219;0;0;183;0;10;196;646
49;240;0;0;196;0;2;189;675
47;247;0;0;174;0;-6;203;666
52;221;0;0;201;0;16;203;693
46;227;0;0;212;0;12;220;717
59;223;0;0;223;0;10;204;718
48;235;0;0;212;0;6;217;718
77;229;0;0;162;0;28;213;709
90;222;0;0;145;0;38;231;727
92;218;0;0;135;0;38;225;709
82;220;0;0;139;0;39;229;709
70;210;0;0;153;0;52;232;717
82;222;0;0;143;0;40;238;725
61;219;0;0;147;0;43;259;729
54;229;0;0;156;0;30;287;756
58;237;0;0;143;0;18;299;755
69;253;0;0;161;0;18;292;793
62;240;0;0;167;0;26;305;800
53;233;0;0;184;0;43;328;842
57;249;0;0;171;0;35;338;850
48;238;0;0;176;0;38;339;839
48;236;0;0;178;0;41;336;840
52;238;0;0;161;0;29;345;826
63;235;0;0;168;0;44;348;858
69;176;0;0;162;0;90;335;833
144;9076;0;0;603;0;-5057;2632;7397
146;8954;0;0;660;0;-4750;2688;7699
149;10067;0;0;742;0;-5434;2739;8264
165;9754;0;0;781;11;-4811;2828;8728
191;8208;0;0;778;27;-3206;2882;8879
191;8609;0;0;835;28;-3347;2925;9240
223;8875;0;0;898;18;-3338;3023;9699
277;8950;0;0;910;32;-3143;3096;10122
292;9059;0;0;988;29;-3051;3249;10566
311;9060;-5;0;1054;26;-2960;3390;10877
304;8529;-5;0;1064;31;-2662;3432;10692
323;8400;-9;0;1170;20;-2614;3542;10833
348;8070;-13;0;1250;37;-2370;3754;11077
403;7996;-13;0;1383;69;-2507;4062;11393
484;7364;-13;0;1407;100;-1943;4158;11556
489;7442;-12;0;1481;64;-1725;4218;11956
521;7444;-10;0;1516;81;-1569;4393;12376
522;7814;-5;0;1630;70;-1882;4390;12540
530;7811;2;0;1760;75;-1914;4473;12737
479;7798;-1;0;1816;104;-1914;4365;12647
521;8040;-3;0;1858;100;-2080;4389;12827
504;8390;-4;0;1881;96;-2067;4387;13188
521;8297;-5;0;1987;89;-2119;4390;13160
550;8721;-5;0;2098;90;-1968;4582;14067
564;8550;-1;0;2227;105;-1663;4556;14337
576;9144;-3;0;2472;108;-1850;4647;15094
577;9345;2;0;2547;121;-1710;4817;15699
605;9847;1;0;2735;117;-1859;4880;16327
571;10329;-1;3;2764;121;-1874;4965;16879
620;10512;-5;3;3002;133;-2176;4911;17000
608;10461;-2;4;3044;233;-2323;4855;16878
609;10285;-2;3;3343;214;-1891;5124;17686
634;9874;-10;4;3503;228;-1675;5416;17974
689;10634;1;4;3823;213;-2311;5695;18748
660;10783;5;7;3867;182;-2116;5882;19270
661;10670;7;6;4070;234;-1785;6084;19947
715;11002;7;16;4227;213;-1730;6458;20907
718;10989;9;5;4409;232;-1562;6755;21555
584;10660;12;5;4190;230;-1518;6764;20927
745;10204;3;3;4672;237;23;7073;22960
796;10661;8;5;4779;240;-517;7063;23034
784;10121;7;2;5160;245;376;7110;23804
851;10534;9;3;5374;236;539;7215;24760
911;10401;6;3;5581;228;581;7220;24932
922;9971;3;3;5569;238;627;7430;24763
839;9222;1;3;5354;263;908;7551;24143
860;8575;5;4;5385;238;1479;7680;24227
855;7793;1;4;5200;246;1447;7928;23473
811;7102;-3;4;5089;268;2110;8067;23447
778;..;..;..;4518;..;..;..;..
10308;4973;0;0;334;14;-285;13382;28726
10721;5552;0;0;388;13;-399;13697;29973
10879;6166;0;0;467;29;-385;14060;31218
11004;6511;0;0;577;29;-348;14373;32145
12640;6705;0;0;648;35;-139;14748;34637
12862;7615;0;0;757;42;-296;15028;36009
14385;8443;0;0;954;30;-516;15303;38600
15744;8994;0;0;1150;62;-289;15512;41172
16325;9224;0;0;1228;102;-266;15787;42400
16451;9416;0;0;1240;122;-325;16107;43012
16678;9534;2;0;1246;151;-565;16448;43495
17708;9507;3;0;1320;167;-507;16767;44964
18833;9832;2;0;1466;247;-560;16958;46778
20639;10105;1;0;1678;316;-849;17221;49111
21348;10430;1;0;1801;372;-661;17516;50806
22389;11252;0;0;2060;353;-978;17835;52911
23835;11872;-1;0;2217;422;-1046;18100;55399
25455;12283;0;0;2378;401;-576;18514;58455
26066;12933;0;0;2652;359;-566;18961;60406
28714;13645;1;0;2884;429;-333;19667;65006
27873;14236;0;0;3367;449;-541;19917;65301
28729;14991;1;0;3579;449;-211;20138;67677
30468;16179;3;0;3778;457;68;20305;71258
32280;16530;18;0;4053;609;236;20650;74375
35036;17704;5;0;4430;618;622;20973;79388
35927;19204;16;0;4760;671;379;21166;82123
35207;20137;2;0;5311;667;979;21422;83725
35580;19946;2;0;5467;689;1080;21585;84348
36202;21240;3;0;5912;731;1238;21794;87121
37483;23271;5;0;6284;809;283;22102;90235
39312;23653;2;0;6630;815;287;22134;92833
42205;24485;3;0;7137;936;617;22198;97581
48630;26560;1;0;7831;1110;139;22193;106464
55892;29209;7;0;8467;1197;224;22437;117433
63217;29880;3;0;9295;1231;-631;22693;125688
69701;31388;7;0;9997;1263;-920;23173;134610
76010;32410;9;0;10815;1339;-847;23262;142996
78478;33334;8;0;11638;1372;-1092;23579;147316
84697;35383;18;0;12424;1453;-1805;23712;155883
92932;37605;26;0;13766;1584;-1396;24259;168777
100432;38257;29;0;14496;1811;-1382;24310;177953
103461;40769;37;0;15102;1912;-1973;25102;184409
105626;41579;42;0;16087;2101;-1374;25884;189945
108542;42905;34;0;16817;2365;-968;26951;196647
106974;44796;45;0;17179;2719;-575;27428;198567
104109;46889;27;0;17945;3162;-907;28305;199531
107340;48599;31;0;18945;3477;-742;29686;207336
111584;50626;33;0;20911;4034;-1313;30922;216796
115189;51892;38;0;22152;4769;-1386;32113;224766
115617;..;..;..;22598;..;..;..;..
13859;14372;-35;0;8386;67;-2427;1534;35756
14270;15493;-35;0;8791;100;-2512;1502;37610
14563;16696;-37;0;9297;131;-2639;1473;39485
14679;17893;-35;0;9930;287;-2897;1531;41388
15185;18538;-37;0;10808;446;-2783;1507;43663
15129;19434;-36;0;11844;498;-2942;1528;45455
15418;20198;-35;0;12655;534;-3097;1572;47244
15435;21487;-40;0;13339;567;-3242;1627;49174
15606;21954;-51;0;14094;622;-3055;1636;50806
15161;22653;-57;0;14857;819;-3209;1698;51922
14985;22620;-58;0;15608;974;-3349;1731;52511
15002;22672;-59;0;16859;1114;-3556;1711;53742
14813;22776;-73;0;17979;1287;-3859;1686;54608
14516;22647;-79;0;19592;1643;-3835;1833;56315
14557;22409;-77;0;21051;1913;-3695;1892;58050
14933;22737;-75;0;21974;1844;-4028;1846;59231
15166;23510;-91;0;23257;2156;-4281;1891;61608
15314;23625;-107;0;24501;2456;-4423;1891;63257
14751;23361;-101;0;24799;2423;-4313;1778;62697
15296;21823;-9;0;24936;2301;-2599;1636;63385
14178;20545;1;0;24872;2291;-1675;1662;61874
13057;16368;6;0;23860;2252;-1396;1691;55838
11775;14441;-33;0;22975;2288;-1314;1715;51849
10614;12246;-24;0;21166;2001;-1918;1581;45665
10123;11929;-22;0;20477;2060;-1880;1610;44297
9567;11588;-20;0;20631;2310;-2325;1548;43298
8785;11261;-35;0;19894;2335;-2344;1551;41447
8529;10780;-16;0;19561;2244;-2171;1544;40470
8562;10619;-29;0;19987;2383;-2375;1634;40781
8739;10980;-18;0;20152;2565;-2634;1595;41378
8580;11544;-26;0;20384;2635;-3050;1608;41674
8711;12340;-19;0;20412;2717;-3793;1589;41958
8970;12665;-37;0;21451;2808;-3834;1579;43602
8944;13052;-57;0;21942;2812;-4146;1743;44290
8842;13483;-77;0;22183;2906;-4726;1772;44383
9247;14047;-95;0;22400;3009;-4753;1797;45652
9288;14233;-42;0;22668;3049;-4921;1771;46046
9627;14410;-69;0;23002;3102;-4835;1743;46979
8160;14253;-73;2;21198;3028;-5107;1821;43283
8824;14610;-126;2;23693;3169;-5549;1949;46573
9358;15097;-106;3;24118;3223;-5477;1847;48062
9581;15424;-71;2;23307;3261;-5517;1884;47871
9092;15798;-107;44;23172;3118;-6406;2009;46721
8607;16332;-97;33;22365;3287;-6934;1984;45577
8587;15969;-90;26;20938;3435;-6815;1994;44044
8576;16022;-117;27;21437;3371;-6085;2154;45383
8520;16183;-70;25;22093;3494;-6239;2133;46138
8930;16262;-139;24;24516;3497;-6342;2306;49055
9035;16178;-97;30;24064;3536;-6248;2373;48871
8567;..;..;..;23374;..;..;..;..
25832;34371;-22;0;9879;81;-11029;22309;81421
26661;36056;-27;0;10463;114;-10910;22786;85143
27209;39573;-29;0;11252;160;-11923;23279;89522
27543;40929;-32;0;12064;327;-11363;23881;93349
29800;40182;-36;0;13092;508;-9148;24436;98835
30057;42939;-33;0;14383;568;-9702;24905;103116
31914;45255;-30;0;15576;582;-10101;25461;108657
33422;47334;-20;0;16594;660;-9556;25927;114361
34299;48861;-24;0;17917;753;-9493;26509;118822
34138;50280;-28;0;18869;966;-9513;27183;121896
34435;50020;-52;0;19963;1156;-9282;27781;124021
35834;51073;-59;0;21571;1301;-9620;28352;128453
36865;51293;-68;0;23023;1572;-9805;28874;131753
38623;52374;-90;0;25214;2071;-10992;29777;136978
39482;52681;-87;0;27019;2443;-10526;30416;141427
41061;54395;-89;0;28785;2357;-11606;30960;145863
42935;56842;-102;0;30522;2726;-12293;31641;152270
44749;58597;-113;0;32373;3041;-12692;32266;158220
44596;59710;-101;0;33593;2978;-12949;32904;160731
47625;58147;-15;0;33871;2926;-10407;33836;165983
45886;57276;-9;0;34566;2940;-9025;34352;165987
45366;55898;6;0;34162;2898;-9131;34805;164005
46180;55790;-45;0;34109;2914;-9181;35209;164976
46944;55830;-15;0;33188;2806;-10478;35908;164183
49353;57030;-18;0;33308;2905;-9970;36521;169129
49749;59485;54;0;34220;3218;-11327;36985;172384
48327;61119;34;0;34592;3261;-10870;37602;174065
48450;60491;37;0;34978;3198;-10200;38084;175038
49160;62969;22;3;36422;3375;-10953;38731;179729
50687;65164;32;4;37501;3649;-12088;39016;183965
52363;66795;-10;5;38758;3800;-12364;39323;188672
55274;68585;-9;5;40289;3999;-12410;39922;195656
62299;70644;-36;5;42902;4285;-12858;40496;207737
69888;74617;-35;6;45197;4367;-13343;41628;222325
77023;76780;-60;8;47368;4443;-14460;42469;233572
83991;78353;-57;6;49426;4615;-13604;43501;246232
90510;79876;0;16;51732;4725;-13035;44181;258005
93676;81938;-31;5;54081;4848;-12662;45040;266894
98168;83817;-13;7;53170;4852;-13070;45593;272524
107144;86756;-70;13;58707;5122;-12107;46914;292477
115156;88409;-33;12;60830;5425;-12233;47328;304894
118394;90874;18;9;61953;5568;-11834;48806;313788
120081;92017;-5;51;63386;5659;-11442;50187;319934
122913;95401;3;40;64272;6079;-11339;51520;328889
121035;96707;20;32;64459;6557;-11662;52491;329639
118224;99189;-24;34;66477;7032;-11791;54006;333148
121537;100450;20;32;69054;7447;-11247;55795;343087
126297;101916;-17;33;73858;7985;-12552;57810;355329
130141;101282;-23;38;75229;8796;-10879;59527;364112
129675;..;..;..;74311;..;..;..;..
39;238;-10;0;0;0;63;228;558
42;248;-17;0;0;0;62;243;577
38;257;-19;0;0;0;60;262;598
43;255;-20;0;1;0;43;276;597
41;314;-20;0;7;0;-8;278;613
41;350;-24;0;12;0;-25;313;668
35;356;4;0;17;0;-3;278;687
37;358;-12;0;29;0;20;310;741
42;356;-17;0;30;0;8;343;762
42;351;-2;0;36;0;15;325;768
39;338;-19;0;36;0;2;361;758
43;320;-22;0;40;0;-6;359;734
39;339;-48;0;47;0;-20;408;765
48;356;-30;0;42;0;-18;411;810
49;350;-2;0;49;0;-12;402;837
44;329;7;0;89;0;25;383;877
41;420;-1;0;62;0;-48;410;885
41;394;-20;0;72;0;-68;430;849
40;454;-53;0;75;0;-99;465;882
36;583;-57;1;83;0;-242;479;882
33;570;-10;1;81;0;-202;438;911
32;621;-31;1;136;0;-292;460;926
36;636;-28;1;155;0;-286;473;986
41;644;0;1;164;0;-334;450;965
43;590;-24;1;145;0;-256;485;984
42;640;32;1;125;0;-307;420;954
43;648;14;1;164;0;-304;444;1010
45;646;13;1;180;0;-302;471;1055
44;649;-7;1;199;0;-283;501;1105
44;658;-69;1;174;0;-281;568;1095
40;603;13;1;258;0;-274;485;1125
